Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 08/20  04:00:00,322635835.7575681,322635835.75756896,29404584.0,16975375.727318894,71432354.39683005 
 08/20  05:00:00,362306232.1367862,362306232.136787,29404584.0,26284081.875110786,87158392.55936149 
 08/20  06:00:00,401793264.5080317,401793264.5080327,155957740.56507304,27613896.938352972,120284500.51693058 
 08/20  07:00:00,419954567.05262756,419954567.0526285,223545158.60264468,26284081.875110786,146054728.47449982 
 08/20  08:00:00,416572859.27234805,416572859.2723488,220779566.6989117,16975375.727318894,147728760.107006 
 08/20  09:00:00,407726828.88930213,407726828.8893031,209473865.7973881,14315745.365802372,138368971.73951268 
 08/20  10:00:00,403136001.04835665,403136001.04835755,160319242.26261488,14315745.365802372,127005275.00452524 
 08/20  11:00:00,412584661.7586819,412584661.75868285,133244894.00994693,14315745.365802372,128679306.63703147 
 08/20  12:00:00,416138501.87576556,416138501.8757662,139095739.54577398,14315745.365802372,127005275.00452524 
 08/20  13:00:00,411336984.6204047,411336984.62040555,110116311.95870323,14315745.365802372,121983180.10700601 
 08/20  14:00:00,415533337.510453,415533337.510454,82173153.51105338,14315745.365802372,120309148.4744998 
 08/20  15:00:00,427384013.6342659,427384013.6342667,110023837.99270323,18305191.025593143,125331243.3720189 
 08/20  16:00:00,468972871.57497495,468972871.57497585,139725875.40185273,27613896.938352972,160131382.9620943 
 08/20  17:00:00,518875551.48104674,518875551.4810427,146571671.9096096,35592787.787870474,204645835.6122203 
 08/20  18:00:00,526075288.518473,526075288.5184689,213538180.667319,44901493.93566237,204645835.6122203 
 08/20  19:00:00,518138516.1118132,518138516.11180925,180811511.9840667,51550569.72193773,185571734.18467608 
 08/20  20:00:00,529026927.81338036,529026927.8133762,177115058.99392948,51550569.72193773,178875607.65465096 
 08/20  21:00:00,495640066.0340261,495640066.03402686,142058187.14791566,38252418.149386905,164823601.124626 
 08/20  22:00:00,441471610.0018266,441471610.0018274,111683360.83726646,24954266.576836366,134031278.26953766 
 08/20  23:00:00,391297852.5249357,391297852.5249366,80430175.33626938,15645560.66407668,104912987.04695597 
 08/20  24:00:00,348126326.84945023,348126326.84945124,29404584.0,11656115.239317864,79472635.82437395 
 08/21  01:00:00,335218866.25711983,335218866.25712067,29404584.0,11656115.239317864,72776509.29434878 
 08/21  02:00:00,326658000.06533873,326658000.06533957,29404584.0,11656115.239317864,69428446.02933633 
 08/21  03:00:00,320509114.2060224,320509114.2060232,29404584.0,11656115.239317864,67754414.39683005 
 08/21  04:00:00,326639083.42134047,326639083.4213415,29404584.0,16975375.727318894,71432354.39683005 
 08/21  05:00:00,355578953.75658846,355578953.7565892,29404584.0,26284081.875110786,87158392.55936149 
 08/21  06:00:00,389550396.13469267,389550396.1346935,155970021.13619742,27613896.938352972,120284500.51693058 
 08/21  07:00:00,408040870.2109033,408040870.2109042,223565446.47101665,26284081.875110786,146293383.9335011 
 08/21  08:00:00,411835390.37782496,411835390.37782604,220798554.67550606,18466671.234855436,149227177.34515285 
 08/21  09:00:00,409266886.8737949,409266886.8737959,212122705.93399298,15807040.873338813,139867388.97765952 
 08/21  10:00:00,414126434.8049281,414126434.804929,160546342.317075,15807040.873338813,128503692.2426721 
 08/21  11:00:00,427621105.1470301,427621105.14703095,131861847.99582559,15807040.873338813,130177723.87517832 
 08/21  12:00:00,425437699.82456136,425437699.82456225,137875504.3947776,15590730.651414875,128385990.86668785 
 08/21  13:00:00,419944594.0952122,419944594.0952128,110116859.69847995,15807040.873338813,123481597.34515285 
 08/21  14:00:00,417002637.1302664,417002637.1302672,82171003.21674171,15807040.873338813,121807565.71264665 
 08/21  15:00:00,429080516.7049103,429080516.70491135,110024622.81222415,19796486.53312959,126829660.61016576 
 08/21  16:00:00,474741080.42358434,474741080.4235854,139729869.63062114,29105192.44588942,161629800.20024115 
 08/21  17:00:00,523812836.70762026,523812836.7076161,146582081.9328441,35592787.787870474,204884491.0712216 
 08/21  18:00:00,532117378.01842546,532117378.0184216,213548935.86308601,44901493.93566237,204645835.6122203 
 08/21  19:00:00,523993062.1500144,523993062.15001047,180819058.13406065,51550569.72193773,185571734.18467608 
 08/21  20:00:00,534368444.8481555,534368444.8481517,177121186.85965776,51550569.72193773,178875607.65465096 
 08/21  21:00:00,501727272.8696816,501727272.86968213,142065735.96702233,38252418.149386905,164823601.124626 
 08/21  22:00:00,447061714.9261019,447061714.92610276,111689430.01698372,24954266.576836366,134031278.26953766 
 08/21  23:00:00,394432634.4403039,394432634.4403045,80412699.13263977,15645560.66407668,104912987.04695597 
 08/21  24:00:00,351307142.22712994,351307142.22713083,29404584.0,11656115.239317864,79472635.82437395 
 08/22  01:00:00,334051870.4864923,334051870.4864932,29404584.0,11656115.239317864,72776509.29434878 
 08/22  02:00:00,324362964.25603265,324362964.25603354,29404584.0,11656115.239317864,69428446.02933633 
 08/22  03:00:00,314322112.2754251,314322112.2754259,29404584.0,11656115.239317864,67754414.39683005 
 08/22  04:00:00,320952773.1911987,320952773.19119966,29404584.0,16975375.727318894,71432354.39683005 
 08/22  05:00:00,349722306.05609584,349722306.0560966,29404584.0,26284081.875110786,87158392.55936149 
 08/22  06:00:00,288209421.0233208,288209421.02332175,155984460.68187386,27613896.938352972,120284500.51693058 
 08/22  07:00:00,378537166.5960187,378537166.5960195,223589284.69519192,26284081.875110786,146293383.9335011 
 08/22  08:00:00,418490814.5996795,418490814.59968036,220820860.01333523,18466671.234855436,149227177.34515285 
 08/22  09:00:00,402820493.25614226,402820493.25614303,212603256.91390216,15807040.873338813,139867388.97765952 
 08/22  10:00:00,404651820.93872076,404651820.93872166,163801775.9102686,15807040.873338813,128503692.2426721 
 08/22  11:00:00,415177941.864679,415177941.8646798,132233130.30136101,15807040.873338813,130177723.87517832 
 08/22  12:00:00,417051693.1590605,417051693.1590613,134094443.98498455,15590730.651414875,128385990.86668785 
 08/22  13:00:00,414742027.44887465,414742027.44887555,110117482.04004827,15807040.873338813,123481597.34515285 
 08/22  14:00:00,414506652.6181909,414506652.6181919,82168442.96167831,15807040.873338813,121807565.71264665 
 08/22  15:00:00,427283041.084589,427283041.08458996,110025882.1737731,19796486.53312959,126829660.61016576 
 08/22  16:00:00,468373539.4381816,468373539.4381824,139734557.0012784,29105192.44588942,161629800.20024115 
 08/22  17:00:00,514394862.92448425,514394862.9244801,146594278.50490907,35592787.787870474,204884491.0712216 
 08/22  18:00:00,522971746.79607403,522971746.79607,213562227.8213783,44901493.93566237,204645835.6122203 
 08/22  19:00:00,513957220.0518973,513957220.05189335,180828977.26933268,51550569.72193773,185571734.18467608 
 08/22  20:00:00,519422952.9045945,519422952.90459067,177129723.01896653,51550569.72193773,178875607.65465096 
 08/22  21:00:00,487863869.4402018,487863869.4402026,142074581.34902033,38252418.149386905,164823601.124626 
 08/22  22:00:00,434606560.18908226,434606560.1890832,111698284.60138974,24954266.576836366,134031278.26953766 
 08/22  23:00:00,382921959.4589877,382921959.4589886,80391637.82430819,15645560.66407668,104912987.04695597 
 08/22  24:00:00,340935894.19754505,340935894.19754577,29404584.0,11656115.239317864,79472635.82437395 
 08/23  01:00:00,328496903.6574416,328496903.65744245,29404584.0,11656115.239317864,72776509.29434878 
 08/23  02:00:00,318713256.064369,318713256.06436986,29404584.0,11656115.239317864,69428446.02933633 
 08/23  03:00:00,307296166.211208,307296166.2112089,29404584.0,11656115.239317864,67754414.39683005 
 08/23  04:00:00,313048069.8016809,313048069.8016818,29404584.0,16975375.727318894,71432354.39683005 
 08/23  05:00:00,339519678.3544622,339519678.35446304,29404584.0,26284081.875110786,87158392.55936149 
 08/23  06:00:00,377185067.62382925,377185067.62383014,156001058.658679,27613896.938352972,120284500.51693058 
 08/23  07:00:00,396241436.73559344,396241436.73559433,223616673.73066613,26284081.875110786,146293383.9335011 
 08/23  08:00:00,398626324.2884282,398626324.2884291,220846483.61648262,18466671.234855436,149227177.34515285 
 08/23  09:00:00,399354461.08681107,399354461.0868119,212621835.86062214,15807040.873338813,139867388.97765952 
 08/23  10:00:00,402452071.63671976,402452071.63672066,168199235.88229942,15807040.873338813,128503692.2426721 
 08/23  11:00:00,411030538.9226512,411030538.922652,132656245.96398328,15807040.873338813,130177723.87517832 
 08/23  12:00:00,415717643.3785037,415717643.3785045,129622662.36377722,15590730.651414875,128385990.86668785 
 08/23  13:00:00,415825680.7388246,415825680.7388253,110118078.63910723,15807040.873338813,123481597.34515285 
 08/23  14:00:00,413345623.5465316,413345623.5465325,82165306.62704247,15807040.873338813,121807565.71264665 
 08/23  15:00:00,427024232.83410275,427024232.8341038,110032005.68552087,19796486.53312959,126829660.61016576 
 08/23  16:00:00,473563303.9386734,473563303.93867433,139740100.4984928,29105192.44588942,161629800.20024115 
 08/23  17:00:00,523653606.7571689,523653606.7571649,148877004.8150019,35592787.787870474,204884491.0712216 
 08/23  18:00:00,531983733.31806827,531983733.31806415,211205884.84588036,44901493.93566237,204645835.6122203 
 08/23  19:00:00,522957503.4894334,522957503.4894296,180841539.85759664,51550569.72193773,185571734.18467608 
 08/23  20:00:00,531548367.8541005,531548367.85409665,177140943.84958428,51550569.72193773,178875607.65465096 
 08/23  21:00:00,496093406.20873475,496093406.20873564,142085138.2514063,38252418.149386905,164823601.124626 
 08/23  22:00:00,444137972.3300605,444137972.33006144,111706787.43148069,24954266.576836366,134031278.26953766 
 08/23  23:00:00,397372226.8090095,397372226.80901045,80363097.70115402,15645560.66407668,104912987.04695597 
 08/23  24:00:00,352622901.3710073,352622901.3710082,29404584.0,11656115.239317864,79472635.82437395 
 08/24  01:00:00,336463283.44149184,336463283.4414926,29404584.0,11656115.239317864,72776509.29434878 
 08/24  02:00:00,327103821.42439604,327103821.4243967,29404584.0,11656115.239317864,69428446.02933633 
 08/24  03:00:00,317623126.35850805,317623126.35850894,29404584.0,11656115.239317864,67754414.39683005 
 08/24  04:00:00,325086119.3632489,325086119.3632497,29404584.0,16975375.727318894,71432354.39683005 
 08/24  05:00:00,356303594.0112586,356303594.0112595,29404584.0,26284081.875110786,87158392.55936149 
 08/24  06:00:00,393046777.9800844,393046777.98008525,156020173.56682545,27613896.938352972,120284500.51693058 
 08/24  07:00:00,413857646.3383002,413857646.33830094,223648133.02503312,26284081.875110786,146293383.9335011 
 08/24  08:00:00,420486621.3051714,420486621.3051723,220875878.7646859,18466671.234855436,149227177.34515285 
 08/24  09:00:00,418510125.6434867,418510125.64348763,212642912.23925963,15807040.873338813,139867388.97765952 
 08/24  10:00:00,415648409.32563066,415648409.32563144,173676531.50184613,15807040.873338813,128503692.2426721 
 08/24  11:00:00,421168923.4940075,421168923.49400854,133139880.63543391,15807040.873338813,130177723.87517832 
 08/24  12:00:00,416622940.9796875,416622940.9796884,124094397.29746503,15590730.651414875,128385990.86668785 
 08/24  13:00:00,411117488.1789391,411117488.17894006,110118389.11818351,15807040.873338813,123481597.34515285 
 08/24  14:00:00,408564726.2486013,408564726.24860215,82162542.68435344,15807040.873338813,121807565.71264665 
 08/24  15:00:00,417909054.5617932,417909054.56179386,110044497.67257491,19796486.53312959,126829660.61016576 
 08/24  16:00:00,465109798.8057765,465109798.80577725,139746625.5127844,29105192.44588942,161629800.20024115 
 08/24  17:00:00,517501798.6063791,517501798.6063751,153893736.98703834,35592787.787870474,204884491.0712216 
 08/24  18:00:00,520294344.97810376,520294344.97809964,205997158.97188157,44901493.93566237,204645835.6122203 
 08/24  19:00:00,505222947.9968015,505222947.9967977,180857768.15282425,51550569.72193773,185571734.18467608 
 08/24  20:00:00,513351148.18899953,513351148.1889956,177155531.48394102,51550569.72193773,178875607.65465096 
 08/24  21:00:00,480270355.99642324,480270355.9964243,142097649.89881694,38252418.149386905,164823601.124626 
 08/24  22:00:00,429558685.49606544,429558685.4960664,111708160.21986103,24954266.576836366,134031278.26953766 
 08/24  23:00:00,379794255.3813931,379794255.38139385,80340613.20818685,15645560.66407668,104912987.04695597 
 08/24  24:00:00,334901605.34210384,334901605.3421047,29404584.0,11656115.239317864,79472635.82437395 
 08/25  01:00:00,319829930.759794,319829930.7597949,29404584.0,11656115.239317864,72776509.29434878 
 08/25  02:00:00,311201896.1098049,311201896.10980576,29404584.0,11656115.239317864,69428446.02933633 
 08/25  03:00:00,305699635.1857972,305699635.185798,29404584.0,11656115.239317864,67754414.39683005 
 08/25  04:00:00,312817402.98930293,312817402.9893038,29404584.0,16975375.727318894,71432354.39683005 
 08/25  05:00:00,341383763.7371478,341383763.7371488,29404584.0,26284081.875110786,87158392.55936149 
 08/25  06:00:00,379873280.3038277,379873280.30382854,156041948.5177416,27613896.938352972,120284500.51693058 
 08/25  07:00:00,393969162.3851868,393969162.3851875,223683871.5848225,26284081.875110786,146293383.9335011 
 08/25  08:00:00,391785817.8579173,391785817.85791814,220909229.9776628,18466671.234855436,149227177.34515285 
 08/25  09:00:00,384681317.64582264,384681317.6458237,212666533.2856456,15807040.873338813,139867388.97765952 
 08/25  10:00:00,378086959.8689543,378086959.86895525,177713658.23320135,15807040.873338813,128503692.2426721 
 08/25  11:00:00,385161604.1369442,385161604.136945,137153557.67199045,15807040.873338813,130177723.87517832 
 08/25  12:00:00,389404743.188108,389404743.1881089,116459614.55303949,15590730.651414875,128385990.86668785 
 08/25  13:00:00,397725580.6654265,397725580.66542727,110117666.15400499,15807040.873338813,123481597.34515285 
 08/25  14:00:00,401905449.87640977,401905449.8764104,82197415.84557961,15807040.873338813,121807565.71264665 
 08/25  15:00:00,411577267.70249236,411577267.70249313,110062068.22382826,19796486.53312959,126829660.61016576 
 08/25  16:00:00,449070799.44712985,449070799.4471306,139754326.8150521,29105192.44588942,161629800.20024115 
 08/25  17:00:00,492789754.8452802,492789754.84527636,160312500.81629565,35592787.787870474,204884491.0712216 
 08/25  18:00:00,500303809.4091023,500303809.4090983,199330848.47642633,44901493.93566237,204645835.6122203 
 08/25  19:00:00,492938552.45378363,492938552.4537797,180878772.23123434,51550569.72193773,185571734.18467608 
 08/25  20:00:00,504474010.61108,504474010.6110761,177173010.27782404,51550569.72193773,178875607.65465096 
 08/25  21:00:00,471784954.23167235,471784954.2316731,142112232.3096944,38252418.149386905,164823601.124626 
 08/25  22:00:00,416558168.91440547,416558168.9144063,111718644.57469213,24954266.576836366,134031278.26953766 
 08/25  23:00:00,360220127.1107086,360220127.1107095,80415493.3884861,15645560.66407668,104912987.04695597 
